cooked,0.09463794689629458,0.08179093455694657,0.15327121745980893,0.06706712292812149,0.5005214597623326,0.6596646797505653
dicaprio,0.06238452368057713,0.08408168379903415,0.13273692028497708,-0.3408055416788626,0.7357107850239748,0.7630812089977201
speed,0.0699880709235006,0.06164679654236605,0.15225264179049167,0.10420070011669326,0.5538191750093774,0.6800383998210128
speed,0.07204183084877024,0.06463855033870516,0.1542688245107936,0.11747650962906486,0.5447932095721386,0.6858264467041166
speed,0.0803024517230409,0.06891832688052216,0.1470004490500285,0.11731653832713047,0.5211357885507434,0.7001471131250213
speed,0.0668783298366662,0.05873685026270712,0.16016150198145482,0.12990402934815526,0.5483646700048386,0.7083863846336428
speed,0.06639488764919955,0.06104711782206121,0.1588087679742604,0.1348907707676759,0.5277079256188203,0.7059462984098601
speed,0.07493686200499368,0.0679471091531066,0.14550309029079658,0.10905390993947346,0.5480375465646093,0.6858209314236329
speed,0.0820480068106077,0.07338901038323671,0.1418024095595069,0.1432187428214458,0.5681124705605898,0.7251011807403359
speed,0.08115502784002379,0.07009210925546364,0.1413448638665061,0.14783936218010468,0.5785096953661851,0.7177661139178055
speed,0.08280117028083867,0.07335356094893059,0.13807748851241802,0.14450849676653746,0.5806075516245569,0.7147850886725534
speed,0.0847920914405209,0.0748670784587391,0.13767734915490723,0.13620131287457032,0.5949687610030516,0.711618096978437
speed,0.07928364462222505,0.0709494794790057,0.1409336585056941,0.14913301178729063,0.5769775319216065,0.7208263238786345
speed,0.07997073780386138,0.07050341630386475,0.14237136894771413,0.1522443859976304,0.5856751751262326,0.7204474666200211
